,STATE.UT,DISTRICT,Year,Rape,Kidnapping.and.Abduction,Dowry.Deaths,Assault.on.women.with.intent.to.outrage.her.modesty,Insult.to.modesty.of.Women,Cruelty.by.Husband.or.his.Relatives,Importation.of.Girls,Total.Crimes.against.Women
8275,MAHARASHTRA,PARBHANI,2011,26,16,5,80,6,215,0,348
8276,MAHARASHTRA,PUNE COMMR.,2011,79,72,8,118,80,251,0,608
8277,MAHARASHTRA,PUNE RLY.,2011,0,0,0,4,0,0,0,4
8278,MAHARASHTRA,PUNE RURAL,2011,87,48,16,122,26,172,0,471
8279,MAHARASHTRA,RAIGAD,2011,7,5,2,42,15,42,0,113
8280,MAHARASHTRA,RATNAGIRI,2011,30,10,1,35,18,49,0,143
8281,MAHARASHTRA,SANGLI,2011,40,13,5,51,8,98,0,215
8282,MAHARASHTRA,SATARA,2011,34,36,2,80,16,179,0,347
8283,MAHARASHTRA,SINDHUDURG,2011,11,7,0,8,12,5,0,43
8284,MAHARASHTRA,SOLAPUR COMMR.,2011,22,18,0,31,9,68,0,148
8285,MAHARASHTRA,SOLAPUR RURAL,2011,53,32,6,94,32,175,0,392
8286,MAHARASHTRA,THANE COMMR.,2011,79,70,8,161,38,342,0,698
8287,MAHARASHTRA,THANE RURAL,2011,63,32,10,105,18,57,0,285
8288,MAHARASHTRA,WARDHA,2011,34,23,3,88,45,62,0,255
8289,MAHARASHTRA,WASHIM,2011,13,21,12,80,12,118,0,256
8290,MAHARASHTRA,YAVATMAL,2011,44,46,8,118,37,198,0,451
8291,MANIPUR,BISHNUPUR,2011,2,11,0,11,0,3,0,27
8292,MANIPUR,CHANDEL,2011,1,0,0,0,0,0,0,1
8293,MANIPUR,CHURACHANDPUR,2011,0,3,0,0,0,1,0,4
8294,MANIPUR,CID,2011,0,0,0,0,0,0,0,0
8295,MANIPUR,IMPHAL EAST,2011,11,28,0,7,0,8,0,54
8296,MANIPUR,IMPHAL WEST,2011,17,45,1,11,0,8,0,82
8297,MANIPUR,SENAPATI,2011,0,1,0,0,0,0,0,1
8298,MANIPUR,TAMENGLONG,2011,0,0,0,1,0,0,0,1
8299,MANIPUR,THOUBAL,2011,21,28,0,8,0,19,0,76
8300,MANIPUR,UKHRUL,2011,1,0,0,0,0,0,0,1
8301,MEGHALAYA,GARO HILLS EAST,2011,3,0,0,0,0,0,0,3
8302,MEGHALAYA,GARO HILLS SOUTH,2011,2,4,0,2,0,1,0,9
8303,MEGHALAYA,GARO HILLS WEST,2011,8,9,1,22,1,8,0,49
8304,MEGHALAYA,JAINTIA HILLS,2011,43,8,0,6,0,0,0,57
8305,MEGHALAYA,KHASI HILLS EAST,2011,42,8,0,32,0,11,0,93
8306,MEGHALAYA,KHASI HILLS WEST,2011,15,5,0,8,0,0,0,28
8307,MEGHALAYA,RI-BHOI,2011,17,3,0,4,0,1,3,28
8308,MIZORAM,AIZAWL,2011,35,0,0,43,0,9,0,87
8309,MIZORAM,CHAMPHAI,2011,10,0,0,10,0,0,0,20
8310,MIZORAM,KOLASIB,2011,7,0,0,3,1,0,0,11
8311,MIZORAM,LAWNGTLAI,2011,2,0,0,0,0,0,0,2
8312,MIZORAM,LUNGLEI,2011,13,0,0,3,0,0,0,16
8313,MIZORAM,MAMIT,2011,4,0,0,4,0,0,0,8
8314,MIZORAM,SAIHA,2011,2,0,0,5,0,0,0,7
8315,MIZORAM,SERCHHIP,2011,4,0,0,4,0,0,0,8
8316,NAGALAND,DIMAPUR,2011,9,1,0,7,0,1,0,18
8317,NAGALAND,KIPHIRE,2011,0,0,0,0,0,0,0,0
8318,NAGALAND,KOHIMA,2011,0,0,0,0,0,0,0,0
8319,NAGALAND,LONGLENG,2011,1,0,0,0,0,0,0,1
8320,NAGALAND,MOKOKCHUNG,2011,2,1,0,0,0,0,0,3
8321,NAGALAND,MON,2011,2,0,0,0,0,0,0,2
8322,NAGALAND,PEREN,2011,0,0,0,0,0,0,0,0
8323,NAGALAND,PHEK,2011,3,0,0,2,0,0,0,5
8324,NAGALAND,TUENSANG,2011,2,0,0,0,0,0,0,2
8325,NAGALAND,WOKHA,2011,1,0,0,0,0,0,0,1
8326,NAGALAND,ZUNHEBOTO,2011,3,1,0,0,0,0,0,4
8327,ODISHA,ANGUL,2011,63,39,25,299,8,58,0,492
8328,ODISHA,BALASORE,2011,75,97,45,217,19,279,0,732
8329,ODISHA,BARAGARH,2011,21,11,16,91,18,99,0,256
8330,ODISHA,BERHAMPUR,2011,13,15,9,154,12,86,0,289
8331,ODISHA,BHADRAK,2011,26,51,24,93,4,138,0,336
8332,ODISHA,BOLANGIR,2011,52,24,6,166,4,44,0,296
8333,ODISHA,BOUDH,2011,14,16,0,56,5,15,0,106
8334,ODISHA,CUTTACK,2011,34,40,24,26,5,133,0,262
8335,ODISHA,DCP BBSR,2011,35,32,13,43,5,32,0,160
8336,ODISHA,DCP CTC,2011,19,25,0,17,2,88,0,151
8337,ODISHA,DEOGARH,2011,15,8,2,68,1,6,0,100
8338,ODISHA,DHENKANAL,2011,17,29,22,185,11,24,0,288
8339,ODISHA,GAJAPATI,2011,11,6,0,56,3,20,0,96
8340,ODISHA,GANJAM,2011,50,39,32,358,15,0,0,494
8341,ODISHA,JAGATSINGHPUR,2011,31,42,18,12,0,75,0,178
8342,ODISHA,JAJPUR,2011,31,44,30,94,9,97,0,305
8343,ODISHA,JHARSUGUDA,2011,27,12,7,45,4,17,0,112
8344,ODISHA,KALAHANDI,2011,46,22,9,97,11,95,0,280
8345,ODISHA,KANDHAMAL,2011,32,21,9,70,8,41,0,181
8346,ODISHA,KENDRAPARA,2011,41,43,36,14,1,147,0,282
8347,ODISHA,KEONJHAR,2011,75,44,22,134,11,110,0,396
8348,ODISHA,KHURDA,2011,29,27,10,14,2,139,0,221
8349,ODISHA,KORAPUT,2011,53,36,0,126,10,48,0,273
8350,ODISHA,MALKANGIR,2011,8,10,6,46,7,19,0,96
8351,ODISHA,MAYURBHANJ,2011,76,87,34,227,20,143,0,587
8352,ODISHA,NAYAGARH,2011,25,26,16,4,1,89,0,161
8353,ODISHA,NOWRANGPUR,2011,44,44,2,80,13,43,0,226
8354,ODISHA,NUAPADA,2011,4,10,2,51,6,20,0,93
8355,ODISHA,PURI,2011,21,27,27,16,1,98,0,190
8356,ODISHA,RAYAGADA,2011,32,34,7,106,6,38,0,223
8357,ODISHA,ROURKELA,2011,26,19,1,63,6,31,0,146
8358,ODISHA,SAMBALPUR,2011,30,12,2,48,2,29,0,123
8359,ODISHA,SONEPUR,2011,10,4,3,48,1,9,0,75
8360,ODISHA,SRP(CUTTACK),2011,0,0,0,8,1,0,0,9
8361,ODISHA,SRP(ROURKELA),2011,1,0,1,9,1,3,0,15
8362,ODISHA,SUNDARGARH,2011,25,12,5,66,2,7,0,117
8619,PUDUCHERRY,KARAIKAL,2011,0,0,0,10,4,1,0,15
8620,PUDUCHERRY,PUDUCHERRY,2011,7,9,1,25,12,9,0,63
8363,PUNJAB,AMRITSAR,2011,16,20,1,16,0,58,0,111
8364,PUNJAB,BARNALA,2011,5,5,3,6,0,10,0,29
8365,PUNJAB,BATALA,2011,13,14,4,8,0,35,0,74
8366,PUNJAB,BHATINDA,2011,37,20,5,11,1,49,0,123
8367,PUNJAB,CP AMRITSAR,2011,20,34,4,7,1,101,0,167
8368,PUNJAB,CP JALANDHAR,2011,15,40,4,19,3,74,0,155
8369,PUNJAB,CP LUDHIANA,2011,48,76,14,25,12,109,0,284
8370,PUNJAB,FARIDKOT,2011,8,6,1,10,0,20,0,45
8371,PUNJAB,FATEHGARH SAHIB,2011,4,8,4,4,1,21,0,42
8372,PUNJAB,FAZILKA,2011,21,17,3,5,0,29,0,75
8373,PUNJAB,FEROZPUR,2011,20,25,6,9,0,53,0,113
8374,PUNJAB,G.R.P,2011,0,0,0,0,0,0,0,0
8375,PUNJAB,GURDASPUR,2011,12,22,6,17,0,38,0,95
8376,PUNJAB,HOSHIARPUR,2011,28,23,11,13,2,72,0,149
8377,PUNJAB,JALANDHAR,2011,31,26,6,22,0,57,0,142
8378,PUNJAB,KAPURTHALA,2011,16,17,2,10,0,39,0,84
8379,PUNJAB,KHANNA,2011,7,8,1,6,0,10,0,32
8380,PUNJAB,LUDHIANA,2011,8,10,4,4,4,22,0,52
8381,PUNJAB,MANSA,2011,14,5,4,5,0,13,0,41
8382,PUNJAB,MOGA,2011,12,12,5,3,0,26,0,58
8383,PUNJAB,MUKTSAR,2011,17,14,7,8,0,16,0,62
8384,PUNJAB,PATHANKOT,2011,10,12,5,2,0,21,0,50
8385,PUNJAB,PATIALA,2011,25,26,13,22,0,95,0,181
8386,PUNJAB,ROPAR,2011,14,16,5,9,1,18,0,63
8387,PUNJAB,SANGRUR,2011,30,11,14,10,0,36,0,101
8388,PUNJAB,SAS NGR,2011,24,27,4,13,3,76,0,147
8389,PUNJAB,SBS NAGAR,2011,8,6,4,6,3,14,0,41
8390,PUNJAB,TARN TARAN,2011,16,17,3,12,0,24,0,72
8391,RAJASTHAN,AJMER,2011,70,108,15,105,0,709,0,1007
8392,RAJASTHAN,ALWAR,2011,99,143,53,136,0,556,0,987
8393,RAJASTHAN,BANSWARA,2011,55,95,6,59,2,190,0,407
8394,RAJASTHAN,BARAN,2011,60,88,10,158,1,351,0,668
8395,RAJASTHAN,BARMER,2011,21,34,27,36,0,201,0,319
8396,RAJASTHAN,BHARATPUR,2011,69,139,29,85,0,478,0,800
8397,RAJASTHAN,BHILWARA,2011,52,74,16,90,0,558,0,790
8398,RAJASTHAN,BIKANER,2011,55,25,17,54,0,446,0,597
8399,RAJASTHAN,BUNDI,2011,40,99,6,114,0,298,0,557
8400,RAJASTHAN,CHITTORGARH,2011,50,98,4,48,1,588,0,789
8401,RAJASTHAN,CHURU,2011,37,26,10,11,0,342,0,426
8402,RAJASTHAN,DAUSA,2011,13,72,12,17,0,184,0,298
8403,RAJASTHAN,DHOLPUR,2011,32,64,19,12,0,197,0,324
8404,RAJASTHAN,DUNGARPUR,2011,39,87,5,57,0,134,0,322
8405,RAJASTHAN,G.R.P.AJMER,2011,2,6,0,9,0,0,0,17
8406,RAJASTHAN,G.R.P.JODHPUR,2011,0,1,0,7,0,0,0,8
8407,RAJASTHAN,GANGANAGAR,2011,99,68,19,73,1,653,0,913
8408,RAJASTHAN,HANUMANGARH,2011,82,38,12,66,0,405,0,603
8409,RAJASTHAN,JAIPUR EAST,2011,31,69,15,59,0,272,0,446
8410,RAJASTHAN,JAIPUR NORTH,2011,20,38,8,23,0,241,0,330
8411,RAJASTHAN,JAIPUR RURAL,2011,37,75,15,37,0,213,0,377
8412,RAJASTHAN,JAIPUR SOUTH,2011,18,47,6,18,0,215,0,304
8413,RAJASTHAN,JAIPUR WEST,2011,23,72,10,25,0,208,0,338
8414,RAJASTHAN,JAISALMER,2011,4,5,5,17,0,20,0,51
8415,RAJASTHAN,JALORE,2011,22,47,14,24,0,154,0,261
8416,RAJASTHAN,JHALAWAR,2011,67,55,14,201,3,385,0,725
8417,RAJASTHAN,JHUNJHUNU,2011,51,59,21,68,0,284,0,483
8418,RAJASTHAN,JODHPUR CITY,2011,33,45,13,57,1,338,0,487
8419,RAJASTHAN,JODHPUR RURAL,2011,26,35,17,28,0,133,0,239
8420,RAJASTHAN,KARAULI,2011,38,78,18,18,0,174,0,326
8421,RAJASTHAN,KOTA CITY,2011,24,74,5,58,0,413,0,574
8422,RAJASTHAN,KOTA RURAL,2011,44,50,5,98,0,235,0,432
8423,RAJASTHAN,NAGAUR,2011,70,60,14,66,0,398,0,608
8424,RAJASTHAN,PALI,2011,64,88,11,84,0,451,0,698
8425,RAJASTHAN,PRATAPGARH,2011,103,77,7,65,0,212,0,464
8426,RAJASTHAN,RAJSAMAND,2011,14,44,2,61,0,234,0,355
8427,RAJASTHAN,SAWAI MADHOPUR,2011,24,72,4,43,0,201,0,344
8428,RAJASTHAN,SIKAR,2011,50,69,26,11,0,232,0,388
8429,RAJASTHAN,SIROHI,2011,27,52,5,76,0,156,0,316
8430,RAJASTHAN,TONK,2011,25,75,5,23,0,315,0,443
8431,RAJASTHAN,UDAIPUR,2011,110,162,14,150,0,444,0,880
8432,SIKKIM,EAST,2011,7,5,0,6,0,2,0,20
8433,SIKKIM,NORTH,2011,0,0,0,1,0,0,0,1
8434,SIKKIM,SOUTH,2011,4,4,0,11,0,1,0,20
8435,SIKKIM,WEST,2011,5,1,0,6,0,1,0,13
8436,TAMIL NADU,ARIYALUR,2011,16,17,1,47,3,15,0,99
8437,TAMIL NADU,CHENNAI,2011,76,41,20,73,121,229,0,560
8438,TAMIL NADU,CHENNAI RLY.,2011,0,1,1,6,5,0,0,13
8439,TAMIL NADU,COIMBATORE RURAL,2011,5,29,1,43,0,50,0,128
8440,TAMIL NADU,COIMBATORE URBAN,2011,9,10,2,32,5,83,0,141
8441,TAMIL NADU,CUDDALORE,2011,30,102,16,12,0,57,0,217
8442,TAMIL NADU,DHARMAPURI,2011,14,61,0,44,0,53,0,172
8443,TAMIL NADU,DINDIGUL,2011,18,50,3,45,0,117,0,233
8444,TAMIL NADU,ERODE,2011,10,35,1,35,3,19,0,103
8445,TAMIL NADU,KANCHIPURAM,2011,19,22,1,25,4,25,0,96
8446,TAMIL NADU,KANYAKUMARI,2011,10,50,3,7,137,90,0,297
8447,TAMIL NADU,KARUR,2011,8,56,1,21,3,22,0,111
8448,TAMIL NADU,KRISHNAGIRI,2011,12,52,7,32,1,29,0,133
8449,TAMIL NADU,MADURAI RURAL,2011,21,88,12,68,3,73,0,265
8450,TAMIL NADU,MADURAI URBAN,2011,7,18,5,22,4,71,0,127
8451,TAMIL NADU,NAGAPATTINAM,2011,13,32,5,40,27,12,0,129
8452,TAMIL NADU,NAMAKKAL,2011,8,55,1,58,12,14,0,148
8453,TAMIL NADU,NILGIRIS,2011,6,7,0,8,2,4,0,27
8454,TAMIL NADU,PERAMBALUR,2011,7,25,1,18,0,3,0,54
8455,TAMIL NADU,PUDUKOTTAI,2011,7,41,0,24,2,18,0,92
8456,TAMIL NADU,RAMNATHAPURAM,2011,6,51,1,14,0,9,0,81
8457,TAMIL NADU,SALEM RURAL,2011,35,100,4,108,0,51,0,298
8458,TAMIL NADU,SALEM URBAN,2011,23,35,2,21,9,38,0,128
8459,TAMIL NADU,SIVAGANGAI,2011,5,30,1,33,1,43,0,113
8460,TAMIL NADU,THANJAVUR,2011,10,43,1,76,0,12,0,142
8461,TAMIL NADU,THENI,2011,22,79,12,40,0,89,0,242
8462,TAMIL NADU,THIRUNELVELI RURAL,2011,52,46,8,57,0,120,0,283
8463,TAMIL NADU,THIRUNELVELI URBAN,2011,7,13,0,7,0,2,0,29
8464,TAMIL NADU,THIRUVALLUR,2011,6,10,7,2,1,12,0,38
8465,TAMIL NADU,THIRUVANNAMALAI,2011,24,59,3,11,0,11,0,108
8466,TAMIL NADU,THIRUVARUR,2011,4,20,2,8,0,6,0,40
8467,TAMIL NADU,THOOTHUGUDI,2011,29,35,4,2,0,40,0,110
8468,TAMIL NADU,TIRUPPUR,2011,9,43,9,42,0,89,0,192
8469,TAMIL NADU,TRICHY RLY.,2011,0,0,0,3,1,1,0,5
8470,TAMIL NADU,TRICHY RURAL,2011,13,52,2,38,0,35,0,140
8471,TAMIL NADU,TRICHY URBAN,2011,6,21,2,17,26,28,0,100
8472,TAMIL NADU,VELLORE,2011,25,78,5,29,0,44,0,181
8473,TAMIL NADU,VILLUPURAM,2011,86,187,7,274,0,140,0,694
8474,TAMIL NADU,VIRUDHUNAGAR,2011,19,49,1,25,94,58,0,246
8475,TRIPURA,DHALAI,2011,21,9,1,38,0,52,0,121
8476,TRIPURA,GRP,2011,0,0,0,0,0,0,0,0
8477,TRIPURA,NORTH,2011,40,27,1,50,1,172,0,291
8478,TRIPURA,SOUTH,2011,58,24,5,84,1,181,0,353
8479,TRIPURA,WEST,2011,86,56,23,122,7,297,0,591
8480,UTTAR PRADESH,AGRA,2011,76,328,87,196,0,341,0,1028
8481,UTTAR PRADESH,ALIGARH,2011,66,265,73,194,0,256,0,854
8482,UTTAR PRADESH,ALLAHABAD,2011,67,190,75,93,1,266,0,692
8483,UTTAR PRADESH,AMBEDKAR NAGAR,2011,16,74,16,33,0,88,0,227
8484,UTTAR PRADESH,AURAIYA,2011,15,73,25,14,0,26,0,153
8485,UTTAR PRADESH,AZAMGARH,2011,28,101,27,27,0,49,0,232
8486,UTTAR PRADESH,BADAUN,2011,18,115,48,62,0,59,0,302
8487,UTTAR PRADESH,BAGHPAT,2011,12,74,17,35,0,106,0,244
8488,UTTAR PRADESH,BAHRAICH,2011,57,128,62,49,0,55,0,351
8489,UTTAR PRADESH,BALLIA,2011,7,64,17,21,0,27,0,136
8490,UTTAR PRADESH,BALRAMPUR,2011,10,50,16,13,0,0,0,89
8491,UTTAR PRADESH,BANDA,2011,26,48,29,56,0,31,0,190
8492,UTTAR PRADESH,BARABANKI,2011,36,142,25,51,0,51,0,305
8493,UTTAR PRADESH,BAREILLY,2011,34,193,63,92,0,155,0,537
8494,UTTAR PRADESH,BASTI,2011,7,28,11,5,0,17,0,68
8495,UTTAR PRADESH,BHIM NAGAR,2011,34,105,29,43,0,61,0,272
8496,UTTAR PRADESH,BIJNOR,2011,39,118,30,14,0,238,0,439
8497,UTTAR PRADESH,BULANDSHAHAR,2011,47,192,50,94,0,362,0,745
8498,UTTAR PRADESH,CHANDOLI,2011,8,19,17,7,0,48,0,99
8499,UTTAR PRADESH,CHITRAKOOT DHAM,2011,20,22,14,24,0,11,0,91
8500,UTTAR PRADESH,CSM NAGAR,2011,20,96,17,40,0,53,0,226
8501,UTTAR PRADESH,DEORIA,2011,8,53,27,12,0,24,0,124
8502,UTTAR PRADESH,ETAH,2011,19,61,30,25,0,57,0,192
8503,UTTAR PRADESH,ETAWAH,2011,13,73,42,28,0,52,0,208
8504,UTTAR PRADESH,FAIZABAD,2011,27,114,11,56,0,21,0,229
8505,UTTAR PRADESH,FATEHGARH,2011,16,83,25,35,0,59,0,218
8506,UTTAR PRADESH,FATEHPUR,2011,40,92,45,55,0,45,0,277
8507,UTTAR PRADESH,FIROZABAD,2011,32,144,43,57,0,83,0,359
8508,UTTAR PRADESH,G.R.P.,2011,2,6,1,38,0,0,0,47
8509,UTTAR PRADESH,GAUTAMBUDH NAGAR,2011,25,95,25,42,0,102,0,289
8510,UTTAR PRADESH,GHAZIABAD,2011,22,219,47,59,0,255,0,602
8511,UTTAR PRADESH,GHAZIPUR,2011,11,18,35,16,0,26,0,106
8512,UTTAR PRADESH,GONDA,2011,34,116,27,29,0,6,0,212
8513,UTTAR PRADESH,GORAKHPUR,2011,50,215,41,71,0,224,0,601
8514,UTTAR PRADESH,HAMIRPUR,2011,12,38,15,33,0,20,0,118
8515,UTTAR PRADESH,HARDOI,2011,24,123,32,55,0,72,0,306
8516,UTTAR PRADESH,HATHRAS,2011,35,77,24,42,0,84,0,262
8517,UTTAR PRADESH,J.P.NAGAR,2011,44,50,16,21,0,83,0,214
8518,UTTAR PRADESH,JALAUN,2011,7,47,40,18,0,22,0,134
8519,UTTAR PRADESH,JAUNPUR,2011,14,90,42,22,0,41,0,209
8520,UTTAR PRADESH,JHANSI,2011,19,92,28,45,0,52,0,236
8521,UTTAR PRADESH,KANNAUJ,2011,14,101,34,49,0,98,0,296
8522,UTTAR PRADESH,KANPUR NAGAR,2011,71,303,69,140,2,284,0,869
8523,UTTAR PRADESH,KANSHIRAM NAGAR,2011,22,47,22,33,0,21,0,145
8524,UTTAR PRADESH,KAUSHAMBI,2011,23,40,22,36,0,31,0,152
8525,UTTAR PRADESH,KHIRI,2011,35,132,57,76,0,57,0,357
8526,UTTAR PRADESH,KUSHI NAGAR,2011,13,75,35,11,0,31,0,165
8527,UTTAR PRADESH,LALITPUR,2011,15,30,14,52,0,26,0,137
8528,UTTAR PRADESH,LUCKNOW,2011,55,283,48,142,0,511,0,1039
8529,UTTAR PRADESH,MAHARAJGANJ,2011,18,42,26,15,0,12,0,113
8530,UTTAR PRADESH,MAHOBA,2011,16,31,15,41,0,31,0,134
8531,UTTAR PRADESH,MAINPURI,2011,33,92,34,52,0,52,0,263
8532,UTTAR PRADESH,MATHURA,2011,39,123,36,76,0,226,0,500
8533,UTTAR PRADESH,MAU,2011,19,60,7,31,0,64,0,181
8534,UTTAR PRADESH,MEERUT,2011,79,271,36,99,0,400,0,885
8535,UTTAR PRADESH,MIRZAPUR,2011,3,5,20,3,0,34,0,65
8536,UTTAR PRADESH,MORADABAD,2011,55,174,30,48,0,210,0,517
8537,UTTAR PRADESH,MUZAFFARNAGAR,2011,19,179,25,37,0,203,0,463
8538,UTTAR PRADESH,PANCHSHIL NAGAR,2011,18,78,15,25,0,72,0,208
8539,UTTAR PRADESH,PILIBHIT,2011,12,62,39,31,0,69,0,213
8540,UTTAR PRADESH,PRABUDDH NAGAR,2011,11,52,10,13,0,83,0,169
8541,UTTAR PRADESH,PRATAPGARH,2011,24,85,31,35,0,121,0,296
8542,UTTAR PRADESH,RAIBAREILLY,2011,29,55,16,36,0,51,0,187
8543,UTTAR PRADESH,RAMABAI NAGAR,2011,21,83,29,35,0,65,0,233
8544,UTTAR PRADESH,RAMPUR,2011,43,98,26,27,0,86,0,280
8545,UTTAR PRADESH,SAHARANPUR,2011,21,82,32,16,0,135,0,286
8546,UTTAR PRADESH,SANT KABIRNAGAR,2011,17,48,6,12,0,19,0,102
8547,UTTAR PRADESH,SHAHJAHANPUR,2011,40,130,47,54,0,28,0,299
8548,UTTAR PRADESH,SHRAWASTI,2011,16,36,16,26,0,1,0,95
8549,UTTAR PRADESH,SIDHARTHNAGAR,2011,9,42,17,21,0,29,0,118
8550,UTTAR PRADESH,SITAPUR,2011,66,202,60,131,0,138,0,597
8551,UTTAR PRADESH,SONBHADRA,2011,19,21,8,21,0,16,0,85
8552,UTTAR PRADESH,ST.RAVIDASNAGAR,2011,2,6,11,3,0,10,0,32
8553,UTTAR PRADESH,SULTANPUR,2011,21,46,14,23,0,58,0,162
8554,UTTAR PRADESH,UNNAO,2011,36,104,30,66,0,85,0,321
8555,UTTAR PRADESH,VARANASI,2011,11,76,41,17,0,136,0,281
8556,UTTARAKHAND,ALMORA,2011,3,2,6,4,0,6,0,21
8557,UTTARAKHAND,BAGESHWAR,2011,2,2,2,2,1,4,0,13
8558,UTTARAKHAND,CHAMOLI,2011,2,1,0,2,0,2,0,7
8559,UTTARAKHAND,CHAMPAWAT,2011,4,3,0,2,0,4,0,13
8560,UTTARAKHAND,DEHRADUN,2011,31,47,10,16,38,101,0,243
8561,UTTARAKHAND,HARIDWAR,2011,26,75,22,30,22,58,0,233
8562,UTTARAKHAND,NAINITAL,2011,10,24,15,4,5,19,0,77
8563,UTTARAKHAND,PAURI GARHWAL,2011,1,4,2,6,1,6,0,20
8564,UTTARAKHAND,PITHORAGARH,2011,9,4,5,8,0,5,0,31
8565,UTTARAKHAND,RUDRA PRAYAG,2011,3,4,3,6,3,6,0,25
8566,UTTARAKHAND,TEHRI GARHWAL,2011,3,1,1,1,0,1,0,7
8567,UTTARAKHAND,UDHAMSINGH NAGAR,2011,31,114,17,33,0,94,0,289
8568,UTTARAKHAND,UTTARKASHI,2011,4,2,0,2,2,1,0,11
8569,WEST BENGAL,24 PARGANAS NORTH,2011,203,414,88,218,10,2847,0,3780
8570,WEST BENGAL,24 PARGANAS SOUTH,2011,274,349,43,121,3,2793,0,3583
8571,WEST BENGAL,ASANSOL,2011,31,50,10,30,7,461,0,589
8572,WEST BENGAL,BANKURA,2011,44,36,16,83,1,195,0,375
8573,WEST BENGAL,BIRBHUM,2011,44,51,25,63,0,337,0,520
8574,WEST BENGAL,BURDWAN,2011,52,83,16,21,0,665,0,837
8575,WEST BENGAL,COOCHBEHAR,2011,133,174,25,76,0,494,0,902
8576,WEST BENGAL,DAKSHIN DINAJPUR,2011,55,111,11,77,5,283,0,542
8577,WEST BENGAL,DARJEELING,2011,49,88,4,51,6,337,0,535
8578,WEST BENGAL,HOOGHLY,2011,54,109,21,38,0,816,0,1038
8579,WEST BENGAL,HOWRAH,2011,35,114,26,75,16,644,0,910
8580,WEST BENGAL,HOWRAH CITY,2011,24,103,2,2,0,411,0,542
8581,WEST BENGAL,HOWRAH G.R.P.,2011,1,6,0,5,0,1,0,13
8582,WEST BENGAL,JALPAIGURI,2011,211,257,13,223,0,947,0,1651
8583,WEST BENGAL,KHARAGPUR G.R.P.,2011,0,0,0,5,0,1,0,6
8584,WEST BENGAL,KOLKATA,2011,46,116,11,254,144,557,0,1128
8585,WEST BENGAL,MALDA,2011,179,202,14,38,0,762,0,1195
8586,WEST BENGAL,MURSHIDABAD,2011,433,492,49,621,5,2956,0,4556
8587,WEST BENGAL,NADIA,2011,185,453,65,128,2,1923,0,2756
8588,WEST BENGAL,PASCHIM MIDNAPUR,2011,53,141,27,89,0,803,0,1113
8589,WEST BENGAL,PURAB MIDNAPUR,2011,65,156,22,18,0,835,0,1096
8590,WEST BENGAL,PURULIA,2011,65,52,3,64,0,197,0,381
8591,WEST BENGAL,SEALDAH G.R.P.,2011,1,4,0,7,0,1,0,13
8592,WEST BENGAL,SILIGURI G.R.P.,2011,0,1,0,4,0,0,0,5
8593,WEST BENGAL,UTTAR DINAJPUR,2011,126,149,19,52,1,506,0,853
9370,A & N ISLANDS,CAR,2012,0,1,0,1,0,0,0,2
9371,A & N ISLANDS,NORTH,2012,4,0,0,2,1,2,0,9
9372,A & N ISLANDS,SOUTH,2012,8,6,2,14,3,3,0,36
8621,ANDHRA PRADESH,ADILABAD,2012,88,61,7,90,155,498,0,899
8622,ANDHRA PRADESH,ANANTAPUR,2012,18,63,19,195,8,130,0,433
8623,ANDHRA PRADESH,CHITTOOR,2012,28,49,33,90,269,339,0,808
8624,ANDHRA PRADESH,CUDDAPAH,2012,26,44,13,217,37,120,0,457
8625,ANDHRA PRADESH,CYBERABAD,2012,75,102,45,183,282,976,0,1663
8626,ANDHRA PRADESH,EAST GODAVARI,2012,71,40,17,248,160,536,0,1072
8627,ANDHRA PRADESH,GUNTAKAL RLY.,2012,1,0,1,1,1,2,0,6
8628,ANDHRA PRADESH,GUNTUR,2012,23,53,21,252,83,656,0,1088
8629,ANDHRA PRADESH,GUNTUR URBAN,2012,24,32,9,84,83,687,0,919
8630,ANDHRA PRADESH,HYDERABAD CITY,2012,74,31,23,145,141,1339,0,1753
8631,ANDHRA PRADESH,KARIMNAGAR,2012,40,98,46,224,232,759,0,1399
8632,ANDHRA PRADESH,KHAMMAM,2012,78,62,13,233,172,231,0,789
8633,ANDHRA PRADESH,KRISHNA,2012,67,55,16,341,309,791,0,1579
8634,ANDHRA PRADESH,KURNOOL,2012,22,46,15,331,75,166,0,655
8635,ANDHRA PRADESH,MAHABOOBNAGAR,2012,56,70,27,154,45,204,0,556
8636,ANDHRA PRADESH,MEDAK,2012,26,45,20,112,55,475,0,733
8637,ANDHRA PRADESH,NALGONDA,2012,52,79,20,246,264,302,0,963
8638,ANDHRA PRADESH,NELLORE,2012,23,72,9,210,142,405,0,861
8639,ANDHRA PRADESH,NIZAMABAD,2012,35,23,19,100,102,596,0,875
8640,ANDHRA PRADESH,PRAKASHAM,2012,37,69,16,213,47,263,0,645
8641,ANDHRA PRADESH,RAJAHMUNDRY,2012,13,5,3,49,35,183,0,288
8642,ANDHRA PRADESH,RANGA REDDY,2012,27,21,16,58,31,152,0,305
8643,ANDHRA PRADESH,SECUNDERABAD RLY.,2012,2,0,0,5,5,0,0,12
8644,ANDHRA PRADESH,SRIKAKULAM,2012,39,18,3,116,69,312,0,557
8645,ANDHRA PRADESH,TIRUPATHI URBAN,2012,12,14,6,21,11,96,0,160
